iter	Logloss
0	0.3296175937
1	0.1651103634
2	0.1022639969
3	0.06459763197
4	0.04419086212
5	0.03426783567
6	0.02782103063
7	0.02390352071
8	0.02083984984
9	0.01859358958
10	0.0174470759
11	0.01648466599
12	0.01562616665
13	0.01495135859
14	0.01460983692
15	0.0142728499
16	0.01405460917
17	0.013857973
18	0.01372709256
19	0.01359184891
20	0.01348052125
21	0.01334943623
22	0.0132770716
23	0.01321368972
24	0.01313307176
25	0.01308586394
26	0.01304812153
27	0.01298696587
28	0.01295413246
29	0.012925705
30	0.01290713548
31	0.01286928185
32	0.01282765815
33	0.01281400005
34	0.01278498268
35	0.01275942219
36	0.0127377289
37	0.0127377289
38	0.01272222894
39	0.01272233821
40	0.0126968589
41	0.01267942466
42	0.01267914574
43	0.01266389166
44	0.01266365174
45	0.01264710488
46	0.0126349288
47	0.01263486398
48	0.0126251985
49	0.01261426135
50	0.01261426135
51	0.01261426135
52	0.01261421798
53	0.01261421798
54	0.01261418704
55	0.01261396576
56	0.01260071849
57	0.01260039735
58	0.01258923973
59	0.0125778264
60	0.0125778264
61	0.0125658163
62	0.01256571769
63	0.01256565776
64	0.01256565776
65	0.01256565776
66	0.0125654256
67	0.01255515596
68	0.01255515596
69	0.01255486434
70	0.01255497761
71	0.01255493759
72	0.01253858629
73	0.01253824503
74	0.01253827256
75	0.01253807566
76	0.01252861454
77	0.01252856725
78	0.01252842835
79	0.0125221102
80	0.0125219316
81	0.01252197683
82	0.0125203894
83	0.01252030738
84	0.01252031248
85	0.01252034877
86	0.01252034877
87	0.01252034877
88	0.0125154127
89	0.01249403067
90	0.01249403023
91	0.01249419874
92	0.01249415109
93	0.01248793685
94	0.0124878201
95	0.01248810553
96	0.01248810553
97	0.0124880883
98	0.01248785922
99	0.01248785922
100	0.01248767446
101	0.01248786384
102	0.01248770305
103	0.01248754907
104	0.01248746716
105	0.01248736214
106	0.01248749121
107	0.01248724531
108	0.01248727042
109	0.01248732382
110	0.01247901375
111	0.01247901375
112	0.01247901375
113	0.01247901375
114	0.01247901375
115	0.01247901375
116	0.01247902849
117	0.01247906995
118	0.01247906995
119	0.01247906995
120	0.01247906995
121	0.01247899179
122	0.01247907777
123	0.01247491398
124	0.01247493227
125	0.0124748931
126	0.01247488915
127	0.01247496824
128	0.01247498949
129	0.01247480265
130	0.01247480265
131	0.01247469731
132	0.01247472405
133	0.01247462185
134	0.01247457572
135	0.01247452705
136	0.01247438549
137	0.01246892237
138	0.01246890241
139	0.01246909905
140	0.01246883602
141	0.01246889375
142	0.01246051921
143	0.01246057796
144	0.01246057796
145	0.01246042353
146	0.01246035691
147	0.0124604081
148	0.01246058285
149	0.01246027194
150	0.01246027194
151	0.01246065028
152	0.01246010031
153	0.01246040649
154	0.01246014687
155	0.0124600783
156	0.01246004428
157	0.01246012421
158	0.01245413733
159	0.01245403718
160	0.01245397586
161	0.01245414562
162	0.01245398204
163	0.01245405591
164	0.01245405765
165	0.01245404543
166	0.01245404543
167	0.01245404543
168	0.01245401204
169	0.01245393325
170	0.01245400034
171	0.01245398412
172	0.01245370232
173	0.01245364672
174	0.01245374921
175	0.01245356913
176	0.01245350919
177	0.01245369252
178	0.01245361207
179	0.01245360325
180	0.0124535152
181	0.01245359543
182	0.01245365382
183	0.01245358426
184	0.01245361668
185	0.0124534499
186	0.01245350109
187	0.01245345415
188	0.01245340089
189	0.01245342493
190	0.01245355562
191	0.01245344247
192	0.0124530853
193	0.0124530853
194	0.01245339006
195	0.01245314151
196	0.01245316246
197	0.01245301448
198	0.01245305161
199	0.01245321257
200	0.01245298419
201	0.01245302731
202	0.01245302731
203	0.0124529753
204	0.01244732858
205	0.01244743182
206	0.01244751988
207	0.01244736736
208	0.01244725279
209	0.01244731344
210	0.01244716766
211	0.01244735105
212	0.01244717327
213	0.01244717327
214	0.01244706771
215	0.01244695577
216	0.01244661797
217	0.01244669478
218	0.01244671242
219	0.01244671242
220	0.01244683213
221	0.01244311
222	0.01244309489
223	0.01244301349
224	0.01244297469
225	0.01244297469
226	0.01244312124
227	0.01244271672
228	0.01244264535
229	0.01244264573
230	0.01244250496
231	0.0124426064
232	0.0124427118
233	0.01244258604
234	0.01244257119
235	0.01244237003
236	0.0124424654
237	0.0124424654
238	0.012442342
239	0.012442342
240	0.01244239189
241	0.01244247171
242	0.01244246608
243	0.01244109299
244	0.0124407718
245	0.01244065179
246	0.01244074463
247	0.01244064487
248	0.01244055712
249	0.0124404839
250	0.01244047678
251	0.01244057536
252	0.01244049605
253	0.01244049605
254	0.01244040769
255	0.01243557568
256	0.01243570075
257	0.01243571078
258	0.01243556722
259	0.01243538571
260	0.01243536508
261	0.01243533116
262	0.01243540453
263	0.01243532013
264	0.01243527058
265	0.01243524383
266	0.01243524813
267	0.0124352288
268	0.01243537661
269	0.01243525275
270	0.01243528903
271	0.01243513128
272	0.01243506332
273	0.0124350586
274	0.01243497593
275	0.01243510552
276	0.01243510552
277	0.01243516387
278	0.0124349574
279	0.01243509594
280	0.01243510829
281	0.01243504522
282	0.01243507684
283	0.01243499007
284	0.01243493258
285	0.01243493258
286	0.01243498618
287	0.01243491831
288	0.01243499888
289	0.01243489619
290	0.01243482211
291	0.01243493798
292	0.01243476911
293	0.01243488028
294	0.01243499389
295	0.01243467149
296	0.01243461169
297	0.01243461169
298	0.01243464231
299	0.01243462188
300	0.01243465919
301	0.01243469966
302	0.01243452239
303	0.01243452239
304	0.01243471461
305	0.01243462722
306	0.01243460462
307	0.01243448856
308	0.01243448856
309	0.01243450489
310	0.012434316
311	0.01243430409
312	0.01243436371
313	0.01243436371
314	0.012434266
315	0.01243420723
316	0.01243421878
317	0.01243429874
318	0.01243424479
319	0.01243424479
320	0.01243421587
321	0.01243416804
322	0.0124339572
323	0.01243396985
324	0.0124339281
325	0.0124339208
326	0.01243391963
327	0.01243400824
328	0.01243387442
329	0.01243398405
330	0.0124338395
331	0.01243395483
332	0.01243360692
333	0.01243388029
334	0.01243359017
335	0.0124335534
336	0.01243357856
337	0.01243351088
338	0.01243351088
339	0.01243362501
340	0.01242703859
341	0.01242689056
342	0.01242689056
343	0.01242689056
344	0.01242680673
345	0.0124202548
346	0.01242017376
347	0.01242010536
348	0.01242005317
349	0.01241985135
350	0.01241996793
351	0.01241982984
352	0.01241991485
353	0.01241974779
354	0.01241974779
355	0.01241982889
356	0.01241973332
357	0.01241973332
358	0.01241955039
359	0.01241960341
360	0.01241956286
361	0.01241960122
362	0.01241967741
363	0.0124195127
364	0.01241537042
365	0.01241515609
366	0.01241074247
367	0.01241061904
368	0.01241056884
369	0.01241063893
370	0.01241049176
371	0.01241066266
372	0.01240545944
373	0.01240549802
374	0.01240555661
375	0.01240556055
376	0.01240548802
377	0.01240557697
378	0.01240546897
379	0.01240560835
